# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "CDS" "-g" "transcript_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_transcript.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
unassigned_transcript_38815	BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1	99614;103224;105955;111495;111989;113390;115780;119478;120229;130305	99833;103348;106034;111831;112060;113452;115852;119570;120270;130351	-;-;-;-;-;-;-;-;-;-	1152	0	0	0	0
unassigned_transcript_38816	BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1;BMAW01066801.1	103223;105955;111495;111989;113390;115780;119478;120229;130305	103348;106034;111831;112060;113452;115852;119570;120270;130351	-;-;-;-;-;-;-;-;-	933	0	0	0	0
unassigned_transcript_38817	BMAW01066801.1	106803	107189	-	387	0	0	4	0
unassigned_transcript_38818	BMAW01066801.1	107434	107751	+	318	0	0	0	0
unassigned_transcript_38819	BMAW01066809.1;BMAW01066809.1	689;2648	1034;2652	-;-	351	0	0	0	0
unassigned_transcript_38820	BMAW01066820.1	69787	70218	-	432	0	0	0	0
unassigned_transcript_38821	BMAW01066820.1	86219	86536	+	318	0	0	0	0
unassigned_transcript_38822	BMAW01066842.1;BMAW01066842.1	431;842	575;1107	+;+	411	0	0	0	0
unassigned_transcript_38823	BMAW01066844.1	2	1844	+	1843	143	0	5	33
unassigned_transcript_38824	BMAW01066844.1	11901	12812	+	912	14	0	2	64
unassigned_transcript_38825	BMAW01066844.1	30766	31677	+	912	17	0	0	11
unassigned_transcript_38826	BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1;BMAW01066844.1	66955;69212;77673;78776;83307;83905;85867;86518;88722;91883	66985;69398;77861;78825;83442;83991;86138;86569;88919;92009	-;-;-;-;-;-;-;-;-;-	1329	16	5	3	40
unassigned_transcript_38827	BMAW01066847.1;BMAW01066847.1;BMAW01066847.1;BMAW01066847.1;BMAW01066847.1;BMAW01066847.1;BMAW01066847.1;BMAW01066847.1	10822;13501;14857;16636;21620;24314;26372;30372	11034;13637;14962;16692;21700;24504;26383;30444	-;-;-;-;-;-;-;-	870	5	77	41	216
unassigned_transcript_38828	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	1169;3381;4207;6021;6744;19122;19301;20609;21504;21716;22287;26806;31439;31642;32179;32410;35405;36222	1415;3514;4289;6180;7107;19220;19469;20787;21629;21875;22409;26918;31523;31727;32304;32513;35545;36368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2646	46	17	41	53
unassigned_transcript_38829	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	37769;38528;41190;43164;43585;43780;46036;46506;50562;50842;51620;53787;58476;61865;67510;77646;79115;84227;85266	37913;38683;41320;43239;43692;43877;46156;46675;50723;50989;51765;54023;58702;61943;67570;77755;79392;84299;85343	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2604	200	62	54	279
unassigned_transcript_38830	BMAW01066848.1	111605	111907	+	303	0	0	1	0
unassigned_transcript_38831	BMAW01066848.1	118939	119262	+	324	0	0	0	0
unassigned_transcript_38832	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	124066;129552;136561;141145;144573;146363	124151;129731;136802;141363;144765;146528	+;+;+;+;+;+	1086	0	0	0	0
unassigned_transcript_38833	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	124066;129552;132351;136561;141145;144573;146363	124151;129729;132529;136802;141363;144765;146528	+;+;+;+;+;+;+	1263	0	0	0	0
unassigned_transcript_38834	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	124066;132350;136561;141145;144573;146363	124151;132529;136802;141363;144765;146528	+;+;+;+;+;+	1086	0	0	0	0
unassigned_transcript_38835	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	146963;151586;156946;159616;160946;162399;170077	147107;151778;157152;159857;161128;162567;170227	-;-;-;-;-;-;-	1290	6	18	6	24
unassigned_transcript_38836	BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1;BMAW01066848.1	172758;178095;183650;188977;190031;194562;196930;204508	172914;178287;183856;189227;190213;194730;197062;204567	-;-;-;-;-;-;-;-	1353	16	5	11	118
unassigned_transcript_38837	BMAW01066848.1;BMAW01066848.1	215992;217095	216148;217144	-;-	207	57	18	0	22
unassigned_transcript_38838	BMAW01066850.1;BMAW01066850.1	186;5010	658;5439	-;-	903	0	0	0	0
unassigned_transcript_38839	BMAW01066852.1	119026	119307	-	282	0	0	0	0
unassigned_transcript_38840	BMAW01066852.1;BMAW01066852.1;BMAW01066852.1;BMAW01066852.1	154970;158269;169786;174914	155339;158651;170019;174952	-;-;-;-	1026	0	0	4	0
unassigned_transcript_38841	BMAW01066854.1	4	287	-	284	0	0	0	0
unassigned_transcript_38842	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	14818;16737;18273;19172;19456;21253;21708;22244;23986;25554	16177;16970;18356;19342;19577;21378;21810;22415;24197;25639	+;+;+;+;+;+;+;+;+;+	2670	8	9	11	30
unassigned_transcript_38843	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	34270;40522;42808;46777;47077;47182;50997;53391;53570;61285;62977;64288;65091;71648	34340;40568;43002;46911;47098;47247;51171;53470;53688;61367;63187;64335;65174;71811	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1500	627	131	28	259
unassigned_transcript_38844	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	72392;74081;74245;74398;75494;76215;76544;78616;83474;85461;88648;96451	72475;74152;74317;74537;75565;76303;76805;78750;83571;85553;88732;97134	-;-;-;-;-;-;-;-;-;-;-;-	1887	308	112	32	787
unassigned_transcript_38845	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	122355;124348;128746;129240;129747;130844	122369;124503;128816;129313;129892;130978	+;+;+;+;+;+	597	2905	554	54	1001
unassigned_transcript_38846	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	131237;132179;134300;144691;161718	131284;133399;136940;144873;161881	-;-;-;-;-	4257	434	73	50	18
unassigned_transcript_38847	BMAW01066857.1	168256	168543	-	288	0	0	0	0
unassigned_transcript_38848	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	174127;189919;198937;203202;203900;204916;205533	174289;190026;199008;203303;204107;205108;205757	+;+;+;+;+;+;+	1071	68	77	11	67
unassigned_transcript_38849	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	205998;210140;211114;217882	206006;210259;211173;218007	-;-;-;-	315	48	48	15	78
unassigned_transcript_38850	BMAW01066857.1;BMAW01066857.1;BMAW01066857.1	241452;246619;273300	242228;246845;273462	-;-;-	1167	83	85	6	110
unassigned_transcript_38851	BMAW01066858.1	1437	1733	-	297	0	0	0	0
unassigned_transcript_38852	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	329600;330036;332509	329774;330279;332659	-;-;-	570	0	0	2	0
unassigned_transcript_38853	BMAW01066861.1;BMAW01066861.1	477727;478383	477833;478764	-;-	489	0	0	0	0
unassigned_transcript_38854	BMAW01066861.1;BMAW01066861.1	483648;489189	483686;489521	+;+	372	6	0	0	0
unassigned_transcript_38855	BMAW01066861.1;BMAW01066861.1	559805;564502	559920;564658	-;-	273	0	0	1	0
unassigned_transcript_38856	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	572679;577686;583160	572841;577803;583364	+;+;+	486	0	0	3	0
unassigned_transcript_38857	BMAW01066861.1;BMAW01066861.1	618367;619146	618585;619298	-;-	372	0	0	0	0
unassigned_transcript_38858	BMAW01066861.1	682165	683469	-	1305	6	0	6	5
unassigned_transcript_38859	BMAW01066861.1	701721	702059	+	339	0	0	1	8
unassigned_transcript_38860	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	910966;911213;922058	911116;911257;922125	+;+;+	264	0	0	2	0
unassigned_transcript_38861	BMAW01066861.1;BMAW01066861.1	938284;944576	938332;944928	+;+	402	0	1	10	0
unassigned_transcript_38862	BMAW01066861.1;BMAW01066861.1	971910;972068	971978;972268	-;-	270	0	0	0	0
unassigned_transcript_38863	BMAW01066861.1;BMAW01066861.1	973910;974468	974282;974550	-;-	456	0	0	0	0
unassigned_transcript_38864	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1117042;1120866;1123599;1130545;1132323;1132399;1138424;1138667	1117304;1120971;1123874;1130697;1132326;1132464;1138446;1138753	-;-;-;-;-;-;-;-	978	28	4	2	20
unassigned_transcript_38865	BMAW01066861.1;BMAW01066861.1	1167361;1169687	1167729;1169839	-;-	522	0	0	1	0
unassigned_transcript_38866	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1196296;1214597;1217614;1220897	1196556;1214767;1217777;1221047	-;-;-;-	747	0	2	2	2
unassigned_transcript_38867	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1222950;1224051;1224333;1225061	1223066;1224227;1224431;1225222	+;+;+;+	555	0	2	12	0
unassigned_transcript_38868	BMAW01066861.1	1272091	1272984	+	894	5	0	4	4
unassigned_transcript_38869	BMAW01066861.1;BMAW01066861.1	1284687;1286052	1285040;1286222	+;+	525	0	0	0	0
unassigned_transcript_38870	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1300204;1307940;1321967;1356351	1301564;1308275;1322097;1356553	-;-;-;-	2031	0	0	15	0
unassigned_transcript_38871	BMAW01066861.1	1357042	1357320	-	279	0	0	2	0
unassigned_transcript_38872	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1422270;1425360;1432190;1435203;1435628;1439132;1440471;1441832;1442050;1442978;1443954;1444162;1445685;1449169;1451672;1453720	1422322;1425507;1432266;1435314;1435704;1439255;1440621;1441959;1442097;1443044;1444035;1444242;1445813;1449245;1451768;1454545	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2277	6	18	17	9
unassigned_transcript_38873	BMAW01066861.1;BMAW01066861.1	1471366;1472780	1471498;1472865	-;-	219	1	0	7	0
unassigned_transcript_38874	BMAW01066861.1	1481426	1481704	-	279	0	2	2	8
unassigned_transcript_38875	BMAW01066861.1;BMAW01066861.1	1493484;1495827	1493707;1496256	-;-	654	0	0	0	0
unassigned_transcript_38876	BMAW01066861.1	1500837	1501136	-	300	0	1	0	0
unassigned_transcript_38877	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1508779;1509316;1511374;1512161	1508856;1509539;1511636;1512675	+;+;+;+	1080	19228	4804	142	20860
unassigned_transcript_38878	BMAW01066861.1;BMAW01066861.1	1522949;1525684	1523010;1525819	+;+	198	0	0	0	0
unassigned_transcript_38879	BMAW01066861.1	1560569	1560847	-	279	0	0	0	0
unassigned_transcript_38880	BMAW01066861.1	1586995	1587231	+	237	0	0	4	0
unassigned_transcript_38881	BMAW01066861.1;BMAW01066861.1	1672836;1677639	1672987;1677711	-;-	225	0	0	2	0
unassigned_transcript_38882	BMAW01066861.1	1692636	1692893	+	258	0	0	1	0
unassigned_transcript_38883	BMAW01066861.1;BMAW01066861.1	1725420;1727437	1725557;1727598	+;+	300	0	0	0	0
unassigned_transcript_38884	BMAW01066861.1	1737089	1737430	+	342	0	0	1	0
unassigned_transcript_38885	BMAW01066861.1	1737674	1738099	+	426	0	0	0	0
unassigned_transcript_38886	BMAW01066861.1;BMAW01066861.1	1774876;1776504	1775092;1776724	-;-	438	0	0	4	2
unassigned_transcript_38887	BMAW01066861.1	1779260	1779589	+	330	0	0	2	0
unassigned_transcript_38888	BMAW01066861.1;BMAW01066861.1	1818410;1819422	1818583;1819544	+;+	297	0	0	0	0
unassigned_transcript_38889	BMAW01066861.1	1825742	1826101	+	360	1	0	1	0
unassigned_transcript_38890	BMAW01066861.1	1856566	1856814	+	249	0	0	4	0
unassigned_transcript_38891	BMAW01066861.1	1871939	1872232	-	294	0	0	3	0
unassigned_transcript_38892	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1873486;1873872;1875145	1873583;1873992;1875363	+;+;+	438	0	0	5	0
unassigned_transcript_38893	BMAW01066861.1;BMAW01066861.1	1897273;1898605	1897445;1898782	-;-	351	0	0	0	0
unassigned_transcript_38894	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	1904880;1906684;1908870;1911175;1912202;1912929;1914655;1915519;1917190;1918774;1924937;1927316;1929368;1930611;1935590;1938288;1938550;1938715;1940656;1942500;1943449;1947380;1947539;1948391;1950109;1951351	1904915;1906797;1909114;1911370;1912278;1912961;1914817;1915625;1917352;1918883;1925117;1927434;1929599;1930667;1935649;1938383;1938606;1938771;1940712;1942613;1943514;1947439;1947604;1948462;1950269;1951390	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2739	3604	847	191	2353
unassigned_transcript_38895	BMAW01066861.1	1962141	1962530	-	390	0	0	3	0
unassigned_transcript_38896	BMAW01066861.1;BMAW01066861.1	1981182;1981955	1981346;1982008	-;-	219	0	2	4	0
unassigned_transcript_38897	BMAW01066861.1	1999180	1999551	-	372	0	0	0	0
unassigned_transcript_38898	BMAW01066861.1;BMAW01066861.1	2018198;2018818	2018509;2018901	-;-	396	0	0	2	0
unassigned_transcript_38899	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	2018727;2024758;2025430;2025674;2029476;2030579;2037939;2038939;2043881	2018827;2024805;2025522;2025699;2029613;2030671;2038057;2039049;2044048	+;+;+;+;+;+;+;+;+	897	657	369	11	124
unassigned_transcript_38900	BMAW01066861.1;BMAW01066861.1	2060822;2062133	2061883;2062498	-;-	1428	0	0	0	0
unassigned_transcript_38901	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	2071311;2072573;2076385;2077695;2078031;2081705;2083024;2086834;2087696;2100549;2101537;2101863;2102795;2106425;2114245;2114922;2116107;2117673;2119751;2127913;2133324	2071716;2072610;2077424;2077796;2078148;2081960;2083210;2086882;2087810;2100758;2101655;2101977;2102970;2106517;2114370;2115087;2116232;2117848;2119954;2128008;2133380	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3975	57	48	24	48
unassigned_transcript_38902	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	2134160;2134785;2135664;2136240	2134711;2135517;2135859;2136384	+;+;+;+	1626	0	0	4	1
unassigned_transcript_38903	BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1;BMAW01066861.1	2137258;2141149;2141578;2143890;2146409;2152971	2137320;2141226;2141745;2144084;2146519;2153123	-;-;-;-;-;-	768	12	4	7	0
unassigned_transcript_38904	BMAW01066861.1	2196263	2196493	+	231	0	0	0	0
unassigned_transcript_38905	BMAW01066861.1;BMAW01066861.1	2197420;2198298	2197549;2198707	+;+	540	0	0	0	0
unassigned_transcript_38906	BMAW01066862.1	4	169	-	166	0	0	0	0
unassigned_transcript_38915	BMAW01066862.1;BMAW01066862.1;BMAW01066862.1	4691;6058;12910	4817;6201;12998	-;-;-	360	0	0	1	0
unassigned_transcript_38916	BMAW01066862.1	18102	18572	+	471	0	0	0	0
unassigned_transcript_38917	BMAW01066862.1;BMAW01066862.1	21620;22272	21805;22442	-;-	357	0	0	0	0
unassigned_transcript_38919	BMAW01066862.1;BMAW01066862.1	109157;114690	109229;114844	+;+	228	0	0	0	0
unassigned_transcript_38920	BMAW01066862.1	137290	137904	-	615	0	0	0	0
unassigned_transcript_38921	BMAW01066862.1	162865	163911	-	1047	0	0	6	0
unassigned_transcript_38922	BMAW01066862.1	174919	175158	+	240	0	0	1	0
unassigned_transcript_38923	BMAW01066863.1	269	641	-	373	0	0	0	0
unassigned_transcript_38924	BMAW01066866.1	967	1350	-	384	0	0	0	0
unassigned_transcript_38925	BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1	66307;171317;174847;194903;223161;223548;225720;231406;243211;249103	66615;171491;174999;195099;223379;223775;225809;231490;243294;249233	+;+;+;+;+;+;+;+;+;+	1671	264	62	21	25
unassigned_transcript_38926	BMAW01066867.1	272204	272617	-	414	0	0	1	0
unassigned_transcript_38927	BMAW01066867.1	310188	310532	-	345	2	0	1	10
unassigned_transcript_38928	BMAW01066867.1;BMAW01066867.1;BMAW01066867.1	322906;325208;330051	323191;325252;330094	-;-;-	375	85	24	3	70
unassigned_transcript_38929	BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1	337130;343849;346273;351893;355770;359438;372036;382613;386000;390350	337241;344015;346340;352023;355844;359536;372127;382694;386074;390471	+;+;+;+;+;+;+;+;+;+	1023	51	53	18	60
unassigned_transcript_38930	BMAW01066867.1	482661	482996	+	336	0	0	0	0
unassigned_transcript_38931	BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1	489505;495299;510178;525422;547382;553270	489706;495439;510328;525594;547479;553416	+;+;+;+;+;+	912	4	2	8	0
unassigned_transcript_38932	BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1;BMAW01066867.1	569000;573045;580838;581068;591703;592887	569191;573406;580978;581150;591920;593006	-;-;-;-;-;-	1116	0	5	6	24
unassigned_transcript_38933	BMAW01066868.1;BMAW01066868.1	19802;24411	19836;24789	-;-	414	0	0	0	0
unassigned_transcript_38934	BMAW01066868.1	53101	53463	-	363	0	1	2	0
unassigned_transcript_38935	BMAW01066868.1;BMAW01066868.1;BMAW01066868.1;BMAW01066868.1	108241;119472;124674;127916	108387;119687;124799;127966	-;-;-;-	540	0	0	0	0
unassigned_transcript_38936	BMAW01066868.1	128305	128565	-	261	0	0	0	0
unassigned_transcript_38937	BMAW01066876.1	1399	1707	+	309	0	0	0	0
unassigned_transcript_38938	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	8168;15181;16604;18966;19915;21153;21991;24932;27342;29589;30216;38266;58997;59223;59380	8271;15493;16710;19052;19995;21231;22085;25022;27401;29632;30291;38392;59053;59266;59406	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1392	0	0	10	0
unassigned_transcript_38939	BMAW01066880.1	65887	66168	+	282	0	0	0	0
unassigned_transcript_38940	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	121617;124067;126954;129014;146743;146838	122286;124323;127250;129351;146761;146864	-;-;-;-;-;-	1608	0	10	4	0
unassigned_transcript_38941	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	153409;157544;164719;169227	153891;157948;165344;169239	-;-;-;-	1527	1388	166	6	6
unassigned_transcript_38942	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	173852;177336;179862	174171;177648;180887	+;+;+	1659	2373	357	26	10
unassigned_transcript_38943	BMAW01066880.1;BMAW01066880.1	251408;251638	251510;251837	+;+	303	0	0	0	0
unassigned_transcript_38944	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	258336;263349;275204;281167	258668;263648;275666;281582	+;+;+;+	1512	26	16	10	8
unassigned_transcript_38945	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	303912;318933;347424;348763;363137;363333;366618;372502	304544;319812;347458;348851;363259;363480;366908;373476	+;+;+;+;+;+;+;+	3174	0	0	0	0
unassigned_transcript_38946	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	314921;318933;347424;348763;363137;363333;366618;372502	314959;319812;347458;348851;363259;363480;366908;373476	+;+;+;+;+;+;+;+	2580	0	0	0	0
unassigned_transcript_38947	BMAW01066880.1;BMAW01066880.1	395747;404128	396379;405297	+;+	1803	0	3	3	4
unassigned_transcript_38948	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	452455;462958;463873;464738;466316;469198;469351;469745;471533;472493;476620;477775;478164;478743;478993;482715;483166	452636;463066;463982;464826;466404;469263;469450;469843;471679;472696;476846;477962;478335;478916;479106;482921;483243	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2355	327	96	55	528
unassigned_transcript_38949	BMAW01066880.1;BMAW01066880.1	506459;509304	506875;509312	-;-	426	2	4	0	11
unassigned_transcript_38950	BMAW01066880.1;BMAW01066880.1	521485;521722	521610;522174	+;+	579	0	0	2	0
unassigned_transcript_38951	BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1;BMAW01066880.1	528267;530043;530709;538106;540800;540981;541181;541401;548232;552042;552212;588408;605537;607757;613529	528372;530319;530767;538189;540892;541070;541221;541464;548327;552120;552263;588471;605656;607893;613621	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1455	0	0	5	0
unassigned_transcript_38952	BMAW01066880.1	657843	658121	+	279	0	0	0	0
unassigned_transcript_38953	BMAW01066882.1	2	214	+	213	0	0	0	0
unassigned_transcript_38954	BMAW01066882.1;BMAW01066882.1	1077;5289	1336;5346	-;-	318	0	0	0	0
unassigned_transcript_38955	BMAW01066884.1	4735	5181	+	447	0	0	1	0
unassigned_transcript_38956	BMAW01066886.1	133624	133917	-	294	0	0	2	0
unassigned_transcript_38957	BMAW01066889.1	7807	8160	-	354	0	0	0	0
unassigned_transcript_38958	BMAW01066891.1	202	462	+	261	0	0	0	0
unassigned_transcript_38959	BMAW01066893.1	2377	2525	+	149	0	0	0	0
unassigned_transcript_38960	BMAW01066897.1;BMAW01066897.1	1503;8677	1720;8971	-;-	513	0	9	19	0
unassigned_transcript_38961	BMAW01066902.1;BMAW01066902.1	4053;4204	4112;4237	-;-	94	0	2	0	0
unassigned_transcript_38962	BMAW01066904.1;BMAW01066904.1;BMAW01066904.1	3577;12634;20311	3752;12699;20320	-;-;-	252	0	0	2	0
unassigned_transcript_38963	BMAW01066904.1;BMAW01066904.1	22827;23649	23025;24007	+;+	558	0	3	2	0
unassigned_transcript_38964	BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1	38122;49173;51230;60281;62890;64565;78456	38131;49220;51298;60426;62949;64792;78575	+;+;+;+;+;+;+	681	2	3	7	5
unassigned_transcript_38965	BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1	105407;105938;115136;117643;128008;137358;143101;144650;146471	105450;105944;115205;117711;128175;137503;143157;144874;146596	+;+;+;+;+;+;+;+;+	912	0	4	1	0
unassigned_transcript_38966	BMAW01066904.1	113401	113778	+	378	0	0	7	0
unassigned_transcript_38967	BMAW01066904.1	175655	175984	-	330	0	0	4	0
unassigned_transcript_38968	BMAW01066904.1;BMAW01066904.1	213175;216372	213528;216560	+;+	543	1731	973	159	4335
unassigned_transcript_38969	BMAW01066904.1;BMAW01066904.1;BMAW01066904.1;BMAW01066904.1	224744;230438;233063;235535	225021;230531;233158;235666	-;-;-;-	600	345	171	11	260
